Ethnic group,Age group,Gender,DHB of residence,Population,Notes: 
Asian,55-59,Male,Bay of Plenty,240,
Maori,55-59,Female,Wairarapa,240,
Pacific Peoples,60-64,Male,Waikato,240,
Asian,40-44,Male,Northland,241,
Asian,75-79,Male,Canterbury,241,
Maori,75-79,Female,Waitemata,242,
Asian,75-79,Female,Waikato,243,
European or Other,35-39,Female,Overseas / Unknown,243,
Maori,65-69,Female,Nelson Marlborough,243,
Pacific Peoples,60-64,Female,Waikato,244,
Pacific Peoples,0-4,Male,Bay of Plenty,245,
Asian,55-59,Male,Southern,246,
European or Other,19-24,Female,South Canterbury,246,
Unknown,70-74,Male,Waikato,247,
Asian,65-69,Female,Bay of Plenty,249,
European or Other,19-24,Male,South Canterbury,249,
Maori,60-64,Male,Nelson Marlborough,250,
Asian,19-24,Female,Southern,251,
Pacific Peoples,40-44,Male,Southern,251,
Asian,50-54,Male,MidCentral,253,
European or Other,85-89,Female,Tairawhiti,254,
Pacific Peoples,60-64,Female,Hutt Valley,254,
Unknown,45-49,Male,Waikato,255,
Pacific Peoples,75-79,Male,Waitemata,256,
Asian,45-49,Female,Northland,257,
Asian,75-79,Male,Capital and Coast,257,
Asian,85-89,Male,Waitemata,257,
Maori,5-11,Female,West Coast,257,
Pacific Peoples,35-39,Male,Hawkes Bay,257,
Maori,12-18,Male,West Coast,258,
Pacific Peoples,25-29,Male,MidCentral,258,
Pacific Peoples,60-64,Male,Canterbury,258,
Pacific Peoples,5-11,Male,Nelson Marlborough,259,
Asian,70-74,Female,Hutt Valley,261,
European or Other,19-24,Male,Whanganui,261,
Maori,30-34,Male,Wairarapa,261,
Maori,70-74,Male,Auckland,261,
Pacific Peoples,25-29,Female,Hawkes Bay,261,
Maori,45-49,Female,Wairarapa,262,
Maori,70-74,Male,MidCentral,262,
Maori,70-74,Male,Tairawhiti,262,
Pacific Peoples,60-64,Female,Canterbury,262,
Asian,85-89,Female,Waitemata,264,
Maori,65-69,Male,Taranaki,264,
Maori,70-74,Female,Capital and Coast,267,
Asian,50-54,Female,Northland,268,
European or Other,19-24,Female,Lakes,269,
Unknown,40-44,Male,Waikato,269,
Unknown,35-39,Male,Waikato,270,
Asian,45-49,Female,Hawkes Bay,271,
Maori,19-24,Male,MidCentral,271,
Maori,75-79,Female,Lakes,272,
Pacific Peoples,12-18,Female,Bay of Plenty,272,
Pacific Peoples,19-24,Female,MidCentral,272,
Maori,75-79,Male,Counties Manukau,273,
European or Other,90+,Male,Hutt Valley,274,
Maori,70-74,Male,Southern,274,
Maori,65-69,Male,Whanganui,275,
Pacific Peoples,70-74,Male,Capital and Coast,275,
Asian,12-18,Male,Lakes,277,
Asian,19-24,Female,Canterbury,277,
Pacific Peoples,5-11,Female,Northland,277,
Pacific Peoples,85-89,Female,Counties Manukau,277,
Maori,80-84,Female,Bay of Plenty,278,
Pacific Peoples,30-34,Male,Hawkes Bay,278,
Pacific Peoples,55-59,Female,Waikato,279,
Asian,30-34,Male,Taranaki,280,
Asian,60-64,Female,Southern,280,
Asian,12-18,Female,Lakes,281,
Asian,60-64,Female,MidCentral,281,
European or Other,55-59,Female,Overseas / Unknown,281,
Maori,0-4,Female,South Canterbury,281,
Pacific Peoples,0-4,Female,MidCentral,281,
Asian,45-49,Female,Nelson Marlborough,282,
Pacific Peoples,19-24,Female,Hawkes Bay,282,
Asian,85-89,Male,Counties Manukau,284,
Asian,40-44,Female,Northland,286,
Maori,75-79,Female,Hawkes Bay,286,
Pacific Peoples,35-39,Female,Southern,286,
Asian,75-79,Female,Canterbury,287,
European or Other,19-24,Male,Lakes,287,
Maori,0-4,Male,South Canterbury,288,
European or Other,85-89,Male,Wairarapa,289,
European or Other,90+,Female,Wairarapa,289,
Maori,80-84,Female,Waikato,290,
Asian,45-49,Female,Lakes,291,
Maori,5-11,Male,West Coast,291,
Pacific Peoples,30-34,Male,Southern,291,
Maori,19-24,Male,Auckland,294,
Pacific Peoples,30-34,Female,Southern,294,
Maori,25-29,Male,Wairarapa,295,
European or Other,80-84,Male,Tairawhiti,296,
Asian,0-4,Female,Taranaki,297,
Maori,70-74,Female,Southern,298,
Pacific Peoples,35-39,Male,Southern,298,
Maori,30-34,Male,Overseas / Unknown,300,
Asian,35-39,Male,Taranaki,301,
European or Other,60-64,Female,Overseas / Unknown,301,
European or Other,70-74,Female,Overseas / Unknown,302,
Maori,12-18,Female,South Canterbury,303,
Maori,70-74,Female,Auckland,304,
Pacific Peoples,55-59,Female,Hutt Valley,304,
Asian,0-4,Male,Taranaki,305,
Pacific Peoples,5-11,Male,Northland,305,
Pacific Peoples,55-59,Male,Hutt Valley,305,
Unknown,65-69,Male,Waikato,306,
Asian,40-44,Male,Hawkes Bay,307,
Asian,40-44,Male,Lakes,307,
Maori,30-34,Female,Wairarapa,307,
Maori,70-74,Male,Waitemata,307,
Asian,19-24,Male,Canterbury,308,
Pacific Peoples,55-59,Male,Waikato,309,
Asian,35-39,Male,Nelson Marlborough,310,
Maori,70-74,Female,MidCentral,310,
Asian,25-29,Male,Nelson Marlborough,311,
Pacific Peoples,25-29,Male,Hawkes Bay,311,
Asian,60-64,Female,Bay of Plenty,313,
Maori,25-29,Female,Wairarapa,313,
Pacific Peoples,0-4,Male,MidCentral,313,
Asian,12-18,Female,Nelson Marlborough,314,
Maori,19-24,Female,MidCentral,315,
Maori,65-69,Female,Taranaki,316,
Unknown,60-64,Male,Waikato,316,
Asian,55-59,Female,MidCentral,317,
Asian,50-54,Male,Bay of Plenty,318,
Maori,25-29,Male,Overseas / Unknown,319,
Pacific Peoples,55-59,Male,Canterbury,320,
Asian,40-44,Female,Lakes,321,
Pacific Peoples,70-74,Female,Capital and Coast,322,
Maori,65-69,Male,Hutt Valley,323,
European or Other,65-69,Male,Overseas / Unknown,324,
Asian,50-54,Female,MidCentral,325,
Asian,19-24,Male,MidCentral,326,
European or Other,65-69,Female,Overseas / Unknown,326,
Maori,12-18,Male,South Canterbury,326,
Pacific Peoples,80-84,Female,Auckland,326,
Asian,45-49,Male,MidCentral,328,
Asian,55-59,Female,Bay of Plenty,328,
Maori,19-24,Female,Lakes,328,
Unknown,55-59,Male,Waikato,328,
Maori,60-64,Male,Whanganui,329,
Pacific Peoples,12-18,Male,Bay of Plenty,330,
Asian,25-29,Female,Nelson Marlborough,332,
Maori,80-84,Female,Northland,332,
Pacific Peoples,5-11,Male,Bay of Plenty,332,
Unknown,50-54,Male,Waikato,333,
Asian,0-4,Female,Nelson Marlborough,334,
Asian,12-18,Female,Hawkes Bay,336,
European or Other,70-74,Male,Overseas / Unknown,336,
Maori,19-24,Male,Southern,336,
Maori,55-59,Male,Nelson Marlborough,336,
Pacific Peoples,75-79,Male,Auckland,336,
Asian,35-39,Male,Northland,337,
European or Other,90+,Male,Taranaki,337,
Maori,70-74,Male,Lakes,337,
Asian,5-11,Female,Northland,338,
Asian,75-79,Female,Capital and Coast,338,
Maori,65-69,Female,Whanganui,338,
Pacific Peoples,19-24,Male,Hawkes Bay,338,
Asian,35-39,Female,Taranaki,339,
Asian,65-69,Male,Hutt Valley,339,
European or Other,80-84,Male,West Coast,339,
Maori,19-24,Female,Auckland,339,
Maori,19-24,Female,Southern,339,
Asian,12-18,Male,Hawkes Bay,340,
European or Other,90+,Female,South Canterbury,340,
European or Other,40-44,Male,Overseas / Unknown,342,
Maori,65-69,Female,Hutt Valley,342,
Maori,75-79,Male,Bay of Plenty,342,
Pacific Peoples,25-29,Female,Southern,342,
Asian,40-44,Female,Nelson Marlborough,344,
Maori,19-24,Male,Lakes,344,
Asian,0-4,Female,Northland,345,
Maori,60-64,Male,Taranaki,346,
Asian,0-4,Male,Nelson Marlborough,347,
Asian,25-29,Male,Northland,348,
Maori,19-24,Male,Capital and Coast,349,
Pacific Peoples,50-54,Male,Canterbury,349,
Maori,70-74,Male,Canterbury,350,
Asian,0-4,Male,Northland,351,
Asian,19-24,Female,Bay of Plenty,353,
Pacific Peoples,50-54,Female,Hutt Valley,353,
Pacific Peoples,65-69,Male,Capital and Coast,353,
Asian,40-44,Female,Hawkes Bay,354,
Asian,5-11,Female,Taranaki,355,
European or Other,85-89,Male,Whanganui,355,
Asian,50-54,Male,Southern,356,
Maori,65-69,Male,Southern,356,
Maori,70-74,Female,Tairawhiti,356,
Pacific Peoples,25-29,Male,Southern,356,
Asian,12-18,Male,Nelson Marlborough,357,
Maori,19-24,Female,Wairarapa,357,
Maori,60-64,Female,Nelson Marlborough,357,
Pacific Peoples,55-59,Female,Canterbury,357,
Asian,70-74,Male,Waikato,358,
Pacific Peoples,50-54,Female,Waikato,359,
Maori,19-24,Male,Wairarapa,360,
Asian,19-24,Female,MidCentral,361,
Asian,85-89,Female,Counties Manukau,363,
European or Other,90+,Female,Whanganui,363,
Maori,50-54,Male,Nelson Marlborough,363,
Pacific Peoples,5-11,Female,Bay of Plenty,364,
Pacific Peoples,50-54,Male,Hutt Valley,364,
European or Other,55-59,Male,Overseas / Unknown,365,
European or Other,80-84,Female,Tairawhiti,365,
Pacific Peoples,12-18,Female,MidCentral,366,
Maori,35-39,Male,Nelson Marlborough,367,
Pacific Peoples,75-79,Female,Waitemata,367,
Asian,25-29,Female,Northland,370,
Asian,5-11,Male,Taranaki,370,
European or Other,45-49,Male,Overseas / Unknown,370,
Pacific Peoples,0-4,Female,Hawkes Bay,370,
Pacific Peoples,65-69,Female,Capital and Coast,371,
Maori,65-69,Male,MidCentral,372,
Maori,40-44,Male,Nelson Marlborough,373,
European or Other,60-64,Male,Overseas / Unknown,374,
Maori,19-24,Female,Hawkes Bay,374,
Pacific Peoples,50-54,Female,Canterbury,374,
Asian,30-34,Female,Taranaki,375,
Pacific Peoples,0-4,Male,Hawkes Bay,375,
European or Other,80-84,Female,West Coast,376,
Pacific Peoples,19-24,Male,Southern,376,
Asian,35-39,Female,Northland,378,
Asian,0-4,Female,Lakes,379,
European or Other,85-89,Female,Wairarapa,379,
Asian,5-11,Female,Lakes,380,
Asian,5-11,Male,Northland,381,
Asian,70-74,Female,Waikato,382,
Pacific Peoples,45-49,Male,Hutt Valley,382,
Pacific Peoples,45-49,Female,Hutt Valley,385,
European or Other,90+,Female,Lakes,386,
Maori,19-24,Male,Hawkes Bay,386,
Asian,60-64,Male,Hutt Valley,387,
Asian,55-59,Male,Hutt Valley,388,
Pacific Peoples,50-54,Male,Waikato,388,
Maori,40-44,Female,Nelson Marlborough,389,
Maori,65-69,Male,Capital and Coast,389,
Maori,5-11,Female,South Canterbury,390,
Asian,0-4,Male,Hawkes Bay,391,
Maori,65-69,Female,Southern,396,
Asian,35-39,Female,Hawkes Bay,397,
European or Other,85-89,Male,South Canterbury,398,
Maori,5-11,Male,South Canterbury,398,
Asian,50-54,Female,Bay of Plenty,399,
Maori,75-79,Female,Counties Manukau,399,
Maori,70-74,Female,Canterbury,401,
Asian,0-4,Male,Lakes,403,
Asian,35-39,Male,Hawkes Bay,403,
Pacific Peoples,0-4,Male,Southern,403,
Asian,0-4,Female,Hawkes Bay,404,
Maori,70-74,Male,Hawkes Bay,404,
Maori,75-79,Male,Waikato,404,
Pacific Peoples,40-44,Female,Hutt Valley,405,
Pacific Peoples,45-49,Female,Waikato,405,
Pacific Peoples,45-49,Male,Waikato,405,
Asian,45-49,Male,Bay of Plenty,407,
European or Other,50-54,Male,Overseas / Unknown,407,
Maori,75-79,Male,Northland,410,
Pacific Peoples,80-84,Male,Counties Manukau,410,
Maori,19-24,Female,Capital and Coast,411,
European or Other,19-24,Female,Northland,414,
Maori,60-64,Female,Whanganui,414,
Pacific Peoples,19-24,Female,Southern,415,
Pacific Peoples,0-4,Female,Southern,416,
Asian,30-34,Male,Nelson Marlborough,417,
Maori,45-49,Male,Nelson Marlborough,418,
Asian,85-89,Male,Auckland,420,
Maori,70-74,Female,Waitemata,420,
Pacific Peoples,12-18,Female,Hawkes Bay,420,
Maori,65-69,Male,Auckland,421,
Pacific Peoples,19-24,Male,Waitemata,422,
Pacific Peoples,35-39,Male,Hutt Valley,423,
Asian,45-49,Female,MidCentral,424,
Pacific Peoples,12-18,Male,Hawkes Bay,424,
European or Other,19-24,Male,Taranaki,425,
Pacific Peoples,12-18,Male,MidCentral,425,
Asian,55-59,Female,Southern,426,
European or Other,19-24,Female,Taranaki,427,
Pacific Peoples,19-24,Female,Waitemata,427,
Pacific Peoples,40-44,Male,Hutt Valley,428,
Maori,19-24,Male,Canterbury,429,
European or Other,90+,Male,Northland,430,
Maori,30-34,Male,Nelson Marlborough,430,
Pacific Peoples,45-49,Female,Canterbury,431,
Pacific Peoples,60-64,Male,Capital and Coast,431,
European or Other,30-34,Female,Overseas / Unknown,432,
European or Other,90+,Male,MidCentral,432,
Maori,65-69,Female,Capital and Coast,432,
Maori,75-79,Female,Bay of Plenty,435,
Pacific Peoples,5-11,Female,MidCentral,435,
Asian,35-39,Female,Lakes,436,
Asian,5-11,Male,Lakes,436,
Asian,30-34,Male,Northland,437,
Asian,35-39,Male,Lakes,437,
Asian,5-11,Male,Nelson Marlborough,437,
European or Other,90+,Male,Hawkes Bay,437,
Asian,19-24,Female,Hutt Valley,438,
Asian,65-69,Female,Hutt Valley,439,
Asian,85-89,Female,Auckland,441,
Maori,45-49,Male,Whanganui,441,
Maori,35-39,Female,Nelson Marlborough,443,
Maori,55-59,Male,Whanganui,444,
Maori,70-74,Female,Lakes,444,
Asian,25-29,Male,Hawkes Bay,446,
Asian,35-39,Female,Nelson Marlborough,446,
Asian,25-29,Female,Hawkes Bay,447,
European or Other,85-89,Male,Lakes,449,
Maori,35-39,Male,Whanganui,449,
Maori,40-44,Male,Whanganui,449,
Maori,55-59,Female,Nelson Marlborough,449,
European or Other,90+,Male,Nelson Marlborough,452,
Asian,40-44,Male,MidCentral,453,
Pacific Peoples,35-39,Female,Hutt Valley,453,
Asian,5-11,Female,Hawkes Bay,454,
Pacific Peoples,40-44,Male,Waikato,454,
Maori,45-49,Female,Nelson Marlborough,455,
Maori,50-54,Male,Whanganui,455,
European or Other,19-24,Male,Northland,457,
Pacific Peoples,30-34,Male,Hutt Valley,457,
Pacific Peoples,70-74,Male,Waitemata,462,
Asian,50-54,Male,Hutt Valley,464,
Pacific Peoples,40-44,Female,Waikato,464,
Maori,19-24,Female,Canterbury,467,
Asian,25-29,Female,Lakes,469,
European or Other,19-24,Female,West Coast,469,
European or Other,19-24,Female,Hawkes Bay,473,
Maori,60-64,Male,Hutt Valley,473,
European or Other,19-24,Female,Overseas / Unknown,474,
European or Other,35-39,Male,Overseas / Unknown,474,
Maori,65-69,Male,Tairawhiti,475,
Asian,70-74,Male,Canterbury,476,
Maori,65-69,Female,MidCentral,477,
Pacific Peoples,30-34,Female,Hutt Valley,477,
Maori,40-44,Female,Whanganui,479,
Pacific Peoples,25-29,Female,Hutt Valley,479,
Pacific Peoples,25-29,Male,Hutt Valley,480,
Asian,5-11,Female,Nelson Marlborough,481,
Asian,70-74,Male,Capital and Coast,481,
Maori,65-69,Female,Tairawhiti,481,
Pacific Peoples,0-4,Female,Hutt Valley,481,
Asian,25-29,Male,Lakes,482,
Pacific Peoples,75-79,Female,Auckland,482,
Maori,0-4,Female,Wairarapa,483,
Maori,50-54,Male,Taranaki,483,
Maori,19-24,Female,Waitemata,484,
Pacific Peoples,19-24,Female,Hutt Valley,487,
Asian,30-34,Female,Nelson Marlborough,491,
Maori,50-54,Female,Nelson Marlborough,492,
Pacific Peoples,40-44,Female,Canterbury,492,
European or Other,19-24,Female,Tairawhiti,493,
Pacific Peoples,5-11,Male,Hawkes Bay,493,
Asian,5-11,Male,Hawkes Bay,494,
Maori,60-64,Female,Taranaki,495,
European or Other,19-24,Male,Hutt Valley,497,
Pacific Peoples,5-11,Male,MidCentral,497,
Maori,0-4,Male,Wairarapa,498,
Pacific Peoples,45-49,Male,Canterbury,498,
European or Other,19-24,Female,Hutt Valley,500,
Pacific Peoples,19-24,Male,Hutt Valley,500,
Pacific Peoples,35-39,Male,Waikato,500,
Pacific Peoples,35-39,Female,Waikato,501,
Pacific Peoples,5-11,Female,Hawkes Bay,501,
Pacific Peoples,12-18,Female,Southern,502,
Maori,35-39,Female,Whanganui,503,
Maori,55-59,Male,Taranaki,503,
Asian,60-64,Female,Hutt Valley,504,
Pacific Peoples,19-24,Female,Auckland,507,
Maori,65-69,Male,Waitemata,508,
European or Other,75-79,Male,Tairawhiti,509,
Asian,19-24,Male,Hutt Valley,510,
Maori,19-24,Male,Bay of Plenty,510,
Maori,30-34,Female,Nelson Marlborough,511,
Maori,65-69,Male,Lakes,511,
Maori,19-24,Male,Waitemata,513,
Pacific Peoples,0-4,Male,Hutt Valley,514,
Maori,60-64,Male,Capital and Coast,515,
Asian,70-74,Female,Canterbury,516,
Maori,70-74,Male,Counties Manukau,516,
Asian,25-29,Male,MidCentral,517,
Maori,19-24,Female,Northland,518,
Asian,30-34,Female,Northland,519,
European or Other,0-4,Female,Tairawhiti,519,
Pacific Peoples,19-24,Male,Auckland,519,
Maori,65-69,Female,Auckland,520,
Maori,19-24,Female,Bay of Plenty,521,
Asian,12-18,Female,MidCentral,522,
Pacific Peoples,30-34,Male,Waikato,522,
Asian,30-34,Male,Lakes,523,
Maori,70-74,Female,Hawkes Bay,523,
Maori,60-64,Male,Southern,524,
European or Other,85-89,Female,Whanganui,525,
Maori,45-49,Male,Taranaki,525,
European or Other,19-24,Male,Tairawhiti,526,
Asian,30-34,Male,Hawkes Bay,529,
Pacific Peoples,30-34,Female,Waikato,529,
European or Other,80-84,Male,Wairarapa,530,
Maori,40-44,Male,Taranaki,530,
Asian,50-54,Female,Southern,531,
Pacific Peoples,60-64,Female,Capital and Coast,531,
Asian,40-44,Female,MidCentral,532,
European or Other,75-79,Female,Tairawhiti,532,
European or Other,19-24,Male,Overseas / Unknown,533,
Pacific Peoples,40-44,Male,Canterbury,534,
Maori,50-54,Female,Whanganui,535,
Pacific Peoples,12-18,Male,Southern,536,
Maori,45-49,Female,Whanganui,538,
Maori,55-59,Female,Whanganui,538,
Maori,75-79,Female,Waikato,538,
Maori,75-79,Female,Northland,541,
Maori,12-18,Female,Wairarapa,543,
Maori,19-24,Male,Northland,543,
Maori,19-24,Female,Nelson Marlborough,543,
Asian,19-24,Male,Bay of Plenty,546,
European or Other,19-24,Male,Hawkes Bay,547,
Maori,60-64,Female,Hutt Valley,547,
Pacific Peoples,80-84,Female,Counties Manukau,547,
Maori,60-64,Male,MidCentral,548,
Pacific Peoples,35-39,Female,Canterbury,549,
Pacific Peoples,70-74,Female,Waitemata,549,
European or Other,85-89,Female,South Canterbury,554,
Asian,55-59,Female,Hutt Valley,555,
Maori,25-29,Male,Nelson Marlborough,555,
Asian,45-49,Female,Bay of Plenty,556,
Maori,55-59,Female,Taranaki,557,
Maori,35-39,Male,Taranaki,558,
Pacific Peoples,19-24,Male,Waikato,558,
Pacific Peoples,70-74,Male,Auckland,559,
Pacific Peoples,25-29,Female,Waikato,560,
European or Other,90+,Male,Capital and Coast,561,
Maori,60-64,Female,Southern,561,
Asian,12-18,Male,MidCentral,564,
Asian,70-74,Female,Capital and Coast,564,
Asian,50-54,Female,Hutt Valley,566,
Maori,30-34,Male,Whanganui,568,
European or Other,0-4,Male,Tairawhiti,569,
European or Other,75-79,Female,West Coast,569,
Asian,65-69,Male,Waikato,570,
Maori,65-69,Male,Canterbury,570,
Pacific Peoples,25-29,Male,Waikato,570,
Pacific Peoples,5-11,Female,Southern,570,
European or Other,35-39,Male,Tairawhiti,571,
Maori,19-24,Male,Nelson Marlborough,572,
Pacific Peoples,55-59,Male,Capital and Coast,573,
Maori,25-29,Female,Nelson Marlborough,574,
Asian,30-34,Female,Hawkes Bay,576,
European or Other,19-24,Female,Nelson Marlborough,576,
European or Other,19-24,Male,West Coast,577,
Maori,65-69,Female,Canterbury,577,
European or Other,90+,Female,Hutt Valley,579,
Asian,0-4,Female,MidCentral,580,
European or Other,25-29,Female,Overseas / Unknown,582,
Asian,45-49,Male,Hutt Valley,585,
Maori,60-64,Male,Tairawhiti,586,
European or Other,75-79,Male,West Coast,588,
Asian,45-49,Male,Southern,589,
Maori,55-59,Male,Hutt Valley,589,
Maori,12-18,Male,Wairarapa,590,
Asian,60-64,Male,Waikato,592,
Maori,50-54,Male,Hutt Valley,592,
Asian,25-29,Female,MidCentral,596,
Asian,30-34,Female,Lakes,596,
European or Other,25-29,Female,Tairawhiti,596,
European or Other,85-89,Male,Hutt Valley,598,
Maori,50-54,Female,Taranaki,598,
Pacific Peoples,5-11,Male,Southern,601,
Asian,40-44,Male,Bay of Plenty,604,
Pacific Peoples,35-39,Male,Canterbury,604,
European or Other,0-4,Female,West Coast,606,
Pacific Peoples,0-4,Female,Waikato,606,
Maori,60-64,Male,Auckland,607,
Asian,35-39,Male,MidCentral,609,
Asian,30-34,Male,MidCentral,610,
European or Other,25-29,Male,Tairawhiti,613,
Maori,25-29,Male,Whanganui,615,
Asian,12-18,Female,Bay of Plenty,616,
Maori,55-59,Male,Tairawhiti,616,
Pacific Peoples,19-24,Female,Waikato,616,
Pacific Peoples,0-4,Male,Waikato,617,
Maori,40-44,Female,Taranaki,619,
European or Other,19-24,Male,Nelson Marlborough,620,
Maori,65-69,Male,Hawkes Bay,621,
Maori,5-11,Female,Wairarapa,622,
Maori,55-59,Female,Hutt Valley,626,
European or Other,0-4,Male,West Coast,628,
Asian,65-69,Male,Capital and Coast,630,
Maori,35-39,Male,Tairawhiti,630,
Maori,70-74,Male,Bay of Plenty,633,
European or Other,85-89,Female,Lakes,634,
Maori,30-34,Female,Whanganui,634,
Asian,80-84,Male,Waitemata,635,
Maori,55-59,Male,Southern,635,
Maori,50-54,Male,Tairawhiti,636,
Pacific Peoples,55-59,Female,Capital and Coast,636,
European or Other,90+,Female,Taranaki,638,
European or Other,85-89,Male,Taranaki,640,
European or Other,90+,Male,Counties Manukau,640,
Maori,30-34,Male,Taranaki,642,
European or Other,30-34,Male,Tairawhiti,643,
European or Other,40-44,Male,Tairawhiti,643,
Pacific Peoples,65-69,Male,Waitemata,643,
European or Other,40-44,Male,West Coast,644,
European or Other,30-34,Female,Tairawhiti,646,
European or Other,80-84,Female,Wairarapa,646,
Maori,60-64,Female,Capital and Coast,646,
Asian,19-24,Male,Waitemata,654,
Maori,35-39,Female,Taranaki,654,
Maori,40-44,Male,Tairawhiti,654,
Asian,19-24,Female,Waitemata,656,
Maori,65-69,Female,Lakes,656,
Asian,80-84,Female,Waitemata,659,
Asian,45-49,Female,Southern,660,
Asian,12-18,Male,Bay of Plenty,665,
Pacific Peoples,70-74,Female,Auckland,666,
Maori,60-64,Female,Tairawhiti,667,
Pacific Peoples,50-54,Male,Capital and Coast,669,
European or Other,40-44,Female,Tairawhiti,673,
Asian,35-39,Female,MidCentral,675,
European or Other,30-34,Male,Overseas / Unknown,675,
Asian,55-59,Male,Waikato,676,
Maori,45-49,Male,Hutt Valley,676,
European or Other,30-34,Male,West Coast,677,
Asian,40-44,Female,Bay of Plenty,678,
European or Other,35-39,Female,West Coast,678,
Maori,19-24,Male,Whanganui,678,
Maori,70-74,Female,Counties Manukau,681,
Asian,45-49,Female,Hutt Valley,682,
European or Other,19-24,Female,Bay of Plenty,682,
European or Other,25-29,Male,West Coast,682,
Maori,5-11,Male,Wairarapa,682,
European or Other,35-39,Female,Tairawhiti,683,
Maori,45-49,Male,Tairawhiti,683,
Pacific Peoples,12-18,Female,Hutt Valley,686,
Maori,70-74,Male,Waikato,688,
Maori,25-29,Female,Whanganui,689,
Maori,50-54,Male,Southern,690,
European or Other,35-39,Male,West Coast,691,
Maori,35-39,Male,Hutt Valley,695,
Maori,40-44,Male,Hutt Valley,695,
European or Other,30-34,Female,West Coast,696,
Maori,40-44,Female,Tairawhiti,696,
European or Other,80-84,Male,Whanganui,698,
Maori,45-49,Female,Taranaki,700,
European or Other,40-44,Female,West Coast,701,
Maori,60-64,Female,MidCentral,701,
Maori,70-74,Male,Northland,701,
European or Other,25-29,Female,West Coast,702,
Maori,19-24,Female,Whanganui,702,
Asian,0-4,Male,MidCentral,706,
Pacific Peoples,40-44,Male,Capital and Coast,707,
Maori,55-59,Male,MidCentral,708,
European or Other,70-74,Male,Tairawhiti,709,
Asian,19-24,Female,Counties Manukau,711,
Asian,60-64,Male,Capital and Coast,714,
European or Other,45-49,Female,Tairawhiti,714,
European or Other,70-74,Female,Tairawhiti,714,
Maori,65-69,Female,Waitemata,715,
Pacific Peoples,25-29,Female,Canterbury,715,
Pacific Peoples,19-24,Female,Canterbury,717,
Pacific Peoples,35-39,Female,Capital and Coast,717,
Maori,50-54,Female,Hutt Valley,718,
Pacific Peoples,65-69,Female,Waitemata,718,
Asian,12-18,Male,Hutt Valley,720,
Asian,65-69,Female,Waikato,721,
Pacific Peoples,45-49,Male,Capital and Coast,723,
Pacific Peoples,5-11,Male,Hutt Valley,723,
European or Other,19-24,Female,Wairarapa,724,
European or Other,90+,Male,Bay of Plenty,724,
Maori,40-44,Male,MidCentral,725,
Asian,80-84,Male,Counties Manukau,728,
Maori,70-74,Female,Bay of Plenty,730,
Asian,12-18,Female,Hutt Valley,733,
Pacific Peoples,30-34,Male,Canterbury,733,
Maori,25-29,Male,Taranaki,734,
Maori,50-54,Male,MidCentral,734,
European or Other,80-84,Male,South Canterbury,736,
Asian,35-39,Male,Bay of Plenty,739,
Pacific Peoples,35-39,Male,Capital and Coast,739,
Pacific Peoples,12-18,Female,Waikato,742,
Maori,45-49,Male,Southern,744,
Maori,60-64,Female,Auckland,744,
Maori,30-34,Male,Tairawhiti,745,
Pacific Peoples,30-34,Female,Canterbury,747,
Maori,65-69,Female,Hawkes Bay,749,
European or Other,50-54,Male,Tairawhiti,750,
Maori,40-44,Female,Hutt Valley,755,
Pacific Peoples,75-79,Male,Counties Manukau,755,
Asian,5-11,Female,MidCentral,761,
Pacific Peoples,12-18,Male,Hutt Valley,761,
Asian,19-24,Male,Auckland,763,
European or Other,45-49,Male,Tairawhiti,763,
Maori,45-49,Male,MidCentral,763,
Pacific Peoples,40-44,Female,Capital and Coast,764,
Maori,35-39,Male,MidCentral,765,
Asian,19-24,Male,Counties Manukau,767,
European or Other,19-24,Male,Bay of Plenty,767,
Pacific Peoples,50-54,Female,Capital and Coast,767,
Asian,40-44,Male,Hutt Valley,768,
European or Other,90+,Female,Northland,768,
Asian,0-4,Female,Bay of Plenty,769,
Asian,80-84,Female,Counties Manukau,773,
Maori,55-59,Female,Tairawhiti,774,
European or Other,19-24,Male,Wairarapa,775,
Pacific Peoples,45-49,Female,Capital and Coast,779,
Pacific Peoples,25-29,Male,Canterbury,781,
European or Other,90+,Male,Auckland,782,
European or Other,90+,Male,Southern,782,
European or Other,19-24,Male,MidCentral,787,
Pacific Peoples,19-24,Male,Canterbury,788,
European or Other,90+,Female,Nelson Marlborough,789,
Maori,35-39,Female,Tairawhiti,790,
European or Other,90+,Female,Hawkes Bay,791,
Maori,45-49,Female,Hutt Valley,791,
Maori,19-24,Male,Counties Manukau,794,
Maori,45-49,Female,Tairawhiti,794,
Maori,40-44,Male,Southern,796,
Maori,50-54,Female,Tairawhiti,796,
Maori,55-59,Male,Capital and Coast,798,
Pacific Peoples,5-11,Female,Hutt Valley,798,
European or Other,50-54,Female,Tairawhiti,799,
European or Other,0-4,Female,Wairarapa,802,
Maori,60-64,Male,Waitemata,803,
Maori,19-24,Female,Taranaki,805,
Asian,40-44,Female,Hutt Valley,806,
European or Other,12-18,Female,Tairawhiti,812,
Maori,19-24,Male,Taranaki,812,
Maori,60-64,Male,Lakes,812,
Asian,30-34,Female,MidCentral,813,
European or Other,25-29,Male,Wairarapa,813,
European or Other,65-69,Female,Tairawhiti,813,
Maori,40-44,Female,Southern,813,
Asian,40-44,Male,Southern,819,
